№ п/п,№ плавки,№ ручья,№ НЛЗ,"Ромбичность, мм",max,min,Δ
663,12003292,6,120032921605,5,181,180,1
664,12003296,1,120032961105,3,181,180,1
665,12003296,2,120032961205,2,180,180,0
666,12003296,3,120032961305,3,181,181,0
667,12003296,4,120032961405,2,181,180,1
668,12003296,5,120032961505,4,181,180,1
669,12003296,6,120032961605,2,182,181,1
670,12003301,1,120033011105,4,181,180,1
671,12003301,2,120033011205,3,182,180,2
672,12003301,3,120033011305,3,181,181,0
673,12003301,4,120033011405,2,182,182,0
674,12003301,5,120033011505,5,181,180,1
675,12003301,6,120033011605,2,180,179,1
676,12003302,1,120033021105,5,182,180,2
677,12003302,2,120033021205,1,181,181,0
678,12003302,3,120033021305,0,181,179,2
679,12003302,4,120033021405,1,180,180,0
680,12003302,5,120033021505,2,180,179,1
681,12003302,6,120033021605,4,182,182,0
682,12003306,1,120033061105,3,182,180,2
683,12003306,2,120033061205,6,182,180,2
684,12003306,3,120033061305,0,181,181,0
685,12003306,4,120033061405,3,180,180,0
686,12003306,5,120033061505,5,182,181,1
687,12003306,6,120033061605,4,182,182,0
688,12003311,1,120033111105,2,182,180,2
689,12003311,2,120033111205,6,182,180,2
690,12003311,3,120033111305,2,180,180,0
691,12003311,4,120033111405,3,181,181,0
692,12003311,5,120033111505,4,182,181,1
693,12003311,6,120033111605,3,182,182,0
694,12003316,1,120033161105,1,181,180,1
695,12003316,2,120033161205,5,181,180,1
696,12003316,3,120033161305,2,180,180,0
697,12003316,4,120033161405,2,182,181,1
698,12003316,5,120033161505,6,182,181,1
699,12003316,6,120033161605,4,182,181,1
700,12003324,1,120033241105,2,182,181,1
701,12003324,2,120033241205,5,182,180,2
702,12003324,3,120033241305,2,181,181,0
703,12003324,4,120033241405,3,181,180,1
704,12003324,5,120033241505,5,182,180,2
705,12003324,6,120033241605,3,181,180,1
706,12003325,1,120033251105,6,150,150,0
707,12003325,2,120033251205,9,151,149,2
708,12003325,3,120033251305,8,150,149,1
709,12003325,4,120033251405,10,151,151,0
710,12003325,5,120033251505,4,151,149,2
711,12003325,6,120033251605,6,151,149,2
712,12003329,1,120033291105,9,151,150,1
713,12003329,2,120033291205,3,151,150,1
714,12003329,3,120033291305,8,150,150,0
715,12003329,4,120033291405,5,151,149,2
716,12003329,5,120033291505,5,151,150,1
717,12003329,6,120033291605,7,150,150,0
718,12003334,1,120033341105,4,151,151,0
719,12003334,2,120033341205,7,151,151,0
720,12003334,3,120033341305,3,151,149,2
721,12003334,4,120033341405,6,151,150,1
722,12003334,5,120033341505,2,150,150,0
723,12003334,6,120033341605,5,150,149,1
724,12003339,1,120033391105,3,150,150,0
725,12003339,2,120033391205,4,151,150,1
726,12003339,3,120033391305,4,150,150,0
727,12003339,4,120033391405,2,150,149,1
728,12003339,5,120033391505,4,150,150,0
729,12003339,6,120033391605,6,151,150,1
730,12003344,1,120033441105,2,152,150,2
731,12003344,2,120033441205,4,151,150,1
732,12003344,3,120033441305,10,152,151,1
733,12003344,4,120033441405,3,150,150,0
734,12003344,5,120033441505,7,151,150,1
735,12003344,6,120033441605,2,152,151,1
736,12003349,1,120033491105,5,151,150,1
737,12003349,2,120033491205,9,152,150,2
738,12003349,3,120033491305,3,151,150,1
739,12003349,4,120033491405,5,152,150,2
740,12003349,5,120033491505,3,151,150,1
741,12003349,6,120033491605,3,152,150,2
742,12003354,1,120033541105,5,152,150,2
743,12003354,2,120033541205,2,151,150,1
744,12003354,3,120033541305,6,152,150,2
745,12003354,4,120033541405,5,151,150,1
746,12003354,5,120033541505,3,152,151,1
747,12003354,6,120033541605,3,152,151,1
748,12003359,1,120033591105,5,152,150,2
749,12003359,2,120033591205,1,151,151,0
750,12003359,3,120033591305,7,152,150,2
751,12003359,4,120033591405,5,152,150,2
752,12003359,5,120033591505,2,152,151,1
753,12003359,6,120033591605,2,152,151,1
754,12003364,1,120033641105,3,152,150,2
755,12003364,2,120033641205,2,151,151,0
756,12003364,3,120033641305,8,152,150,2
757,12003364,4,120033641405,6,151,150,1
758,12003364,5,120033641505,2,152,151,1
759,12003364,6,120033641605,2,152,151,1
760,12003365,1,120033651105,1,182,181,1
761,12003365,2,120033651205,5,182,180,2
762,12003365,3,120033651305,2,181,181,0
763,12003365,4,120033651405,3,181,180,1
764,12003365,5,120033651505,9,182,180,2
765,12003365,6,120033651605,3,181,180,1
766,12003369,1,120033691105,3,181,181,0
767,12003369,2,120033691205,4,182,180,2
768,12003369,3,120033691305,8,182,180,2
769,12003369,4,120033691405,3,181,180,1
770,12003369,5,120033691505,9,182,180,2
771,12003369,6,120033691605,3,181,180,1
772,12003373,1,120033731105,1,182,181,1
773,12003373,2,120033731205,3,182,181,1
774,12003373,3,120033731305,1,182,181,1
775,12003373,4,120033731405,10,182,180,2
776,12003373,5,120033731505,4,182,181,1
777,12003373,6,120033731605,7,182,180,2
778,12003374,1,120033741105,1,182,181,1
779,12003374,2,120033741205,8,182,181,1
780,12003374,3,120033741305,3,182,181,1
781,12003374,4,120033741405,2,182,181,1
782,12003374,5,120033741505,3,182,181,1
783,12003374,6,120033741605,1,182,181,1
784,12003379,1,120033791105,6,182,181,1
785,12003379,2,120033791205,10,182,180,2
786,12003379,3,120033791305,4,182,181,1
787,12003379,4,120033791405,2,182,181,1
788,12003379,5,120033791505,8,182,180,2
789,12003379,6,120033791605,2,182,181,1
790,12003384,1,120033841105,5,182,180,2
791,12003384,2,120033841205,8,182,180,2
792,12003384,3,120033841305,8,182,180,2
793,12003384,4,120033841405,7,182,180,2
794,12003384,5,120033841505,3,182,181,1
795,12003384,6,120033841605,6,182,180,2
796,12003389,1,120033891105,4,181,180,1
797,12003389,2,120033891205,8,182,180,2
798,12003389,3,120033891305,2,181,180,1
799,12003389,4,120033891405,3,182,181,1
800,12003389,5,120033891505,7,182,180,2
801,12003389,6,120033891605,4,181,180,1
802,12003392,1,120033921105,5,182,180,2
803,12003392,2,120033921205,4,181,180,1
804,12003392,3,120033921305,3,182,181,1
805,12003392,4,120033921405,3,181,180,1
806,12003392,5,120033921505,6,182,180,2
807,12003392,6,120033921605,5,181,180,1
808,12003393,1,120033931105,6,181,180,1
809,12003393,2,120033931205,5,182,180,2
810,12003393,3,120033931305,4,183,182,1
811,12003393,4,120033931405,5,181,180,1
812,12003393,5,120033931505,5,182,180,2
813,12003393,6,120033931605,3,182,181,1
814,12003397,1,120033971105,3,183,181,2
815,12003397,2,120033971205,7,181,180,1
816,12003397,3,120033971305,7,182,180,2
817,12003397,4,120033971405,6,182,181,1
818,12003397,5,120033971505,3,181,180,1
819,12003397,6,120033971605,5,182,180,2
820,12003402,1,120034021105,5,181,181,0
821,12003402,2,120034021205,2,181,181,0
822,12003402,3,120034021305,7,181,180,1
823,12003402,4,120034021405,4,181,180,1
824,12003402,5,120034021505,8,181,179,2
825,12003402,6,120034021605,2,181,180,1
826,12003407,1,120034071105,2,181,181,0
827,12003407,2,120034071205,3,181,180,1
828,12003407,3,120034071305,1,181,179,2
829,12003407,4,120034071405,4,181,180,1
830,12003407,5,120034071505,4,181,181,0
831,12003407,6,120034071605,2,180,180,0
832,12003412,1,120034121105,2,181,179,2
833,12003412,2,120034121205,7,181,180,1
834,12003412,3,120034121305,6,180,180,0
835,12003412,4,120034121405,7,181,179,2
836,12003412,5,120034121505,3,181,181,0
837,12003412,6,120034121605,10,181,181,0
838,12003417,1,120034171105,1,181,180,1
839,12003417,2,120034171205,2,251,249,2
840,12003417,3,120034171305,7,181,181,0
841,12003417,4,120034171405,3,182,180,2
842,12003417,5,120034171505,6,181,180,1
843,12003417,6,120034171605,2,182,182,0
844,12003422,1,120034221105,5,182,182,0
845,12003422,2,120034221205,1,181,180,1
846,12003422,3,120034221305,5,181,181,0
847,12003422,4,120034221405,0,182,180,2
848,12003422,5,120034221505,7,181,181,0
849,12003422,6,120034221605,3,182,182,0
850,12003427,1,120034271105,4,181,180,1
851,12003427,2,120034271205,5,181,181,0
852,12003427,3,120034271305,1,180,180,0
853,12003427,4,120034271405,8,182,180,2
854,12003427,5,120034271505,5,182,181,1
855,12003427,6,120034271605,6,182,182,0
856,12003432,1,120034321105,9,182,181,1
857,12003432,2,120034321205,7,182,181,1
858,12003432,3,120034321305,8,182,181,1
859,12003432,4,120034321405,2,182,180,2
860,12003432,4,120034321405,8,182,181,1
861,12003432,5,120034321505,14,182,181,1
862,12003432,6,120034321605,8,182,181,1
863,12003433,1,120034331105,8,182,181,1
864,12003433,2,120034331205,4,181,181,0
865,12003433,3,120034331305,10,182,181,1
866,12003433,4,120034331405,3,182,180,2
867,12003433,5,120034331505,10,182,181,1
868,12003433,6,120034331605,1,182,181,1
869,12003434,1,120034341105,3,150,150,0
870,12003434,2,120034341205,9,151,150,1
871,12003434,3,120034341305,4,151,150,1
872,12003434,4,120034341405,9,152,150,2
873,12003434,5,120034341505,6,151,150,1
874,12003434,6,120034341605,1,182,181,1
875,12003438,1,120034381105,9,151,150,1
876,12003438,2,120034381205,5,151,151,0
877,12003438,3,120034381305,2,150,150,0
878,12003438,4,120034381405,6,151,151,0
879,12003438,5,120034381505,2,152,151,1
880,12003438,5,120034381519,8,151,150,1
881,12003443,1,120034431105,10,151,151,0
882,12003443,2,120034431205,2,151,150,1
883,12003443,3,120034431305,6,152,151,1
884,12003443,4,120034431405,4,151,151,0
885,12003443,5,120034431505,2,151,150,1
886,12003443,6,120034431605,1,151,151,0
887,12003448,1,120034481105,8,150,150,0
888,12003448,2,120034481205,1,151,151,0
889,12003448,3,120034481305,4,152,151,1
890,12003448,4,120034481405,5,151,150,1
891,12003448,5,120034481505,7,152,151,1
892,12003448,6,120034481605,4,150,150,0
893,12003453,1,120034531105,5,152,150,2
894,12003453,2,120034531205,4,151,150,1
895,12003453,3,120034531305,4,152,151,1
896,12003453,4,120034531405,3,151,150,1
897,12003453,5,120034531505,3,152,150,2
898,12003453,6,120034531605,2,151,150,1
899,12003458,1,120034581105,7,151,150,1
900,12003458,2,120034581205,3,152,150,2
901,12003458,3,120034581305,5,151,150,1
902,12003458,4,120034581405,4,152,151,1
903,12003458,5,120034581505,3,151,150,1
904,12003458,6,120034581605,3,152,150,2
905,12003463,1,120034631105,3,152,150,2
906,12003463,2,120034631205,6,152,151,1
907,12003463,3,120034631305,3,152,150,2
908,12003463,4,120034631405,7,151,150,1
909,12003463,5,120034631505,8,152,151,1
910,12003463,6,120034631605,4,151,150,1
911,12003468,1,120034681105,2,152,150,2
912,12003468,2,120034681205,7,152,151,1
913,12003468,3,120034681305,8,152,150,2
914,12003468,4,120034681405,2,151,150,1
915,12003468,5,120034681505,9,152,151,1
916,12003468,6,120034681605,3,151,150,1
917,12003473,1,120034731105,4,181,180,1
918,12003473,2,120034731205,5,182,181,1
919,12003473,3,120034731305,7,182,180,2
920,12003473,4,120034731405,2,181,181,0
921,12003473,5,120034731505,4,182,181,1
922,12003473,6,120034731605,1,181,181,0
923,12003478,1,120034781105,4,182,181,1
924,12003478,2,120034781205,5,182,181,1
925,12003478,3,120034781305,6,181,180,1
926,12003478,4,120034781405,2,181,181,0
927,12003478,5,120034781505,3,181,180,1
928,12003478,6,120034781605,1,181,181,0
929,12003483,1,120034831105,4,182,180,2
930,12003483,2,120034831205,2,182,181,1
931,12003483,3,120034831305,3,182,180,2
932,12003483,5,120034831505,4,182,180,2
933,12003483,6,120034831605,4,182,180,2
934,12003488,1,120034881105,7,182,180,2
935,12003488,2,120034881205,3,182,181,1
936,12003488,3,120034881305,2,182,181,1
937,12003488,4,120034881405,10,182,180,2
938,12003488,5,120034881505,10,182,180,2
939,12003488,6,120034881605,1,182,181,1
940,12003493,1,120034931105,4,182,180,2
941,12003493,2,120034931205,10,182,180,2
942,12003493,3,120034931305,2,182,181,1
943,12003493,4,120034931405,4,182,180,2
944,12003493,5,120034931505,1,182,181,1
945,12003493,6,120034931605,2,182,181,1
946,12003498,1,120034981105,3,182,181,1
947,12003498,2,120034981205,6,181,180,1
948,12003498,3,120034981305,3,182,180,2
949,12003498,4,120034981405,5,181,180,1
950,12003498,5,120034981505,4,182,180,2
951,12003498,6,120034981605,3,181,180,1
952,12003499,1,120034991105,4,182,180,2
953,12003499,2,120034991205,5,181,180,1
954,12003499,3,120034991305,4,182,180,2
955,12003499,4,120034991402,3,181,180,1
956,12003499,5,120034991505,10,182,181,1
957,12003499,6,120034991605,3,182,181,1
958,12003503,1,120035031105,3,181,180,1
959,12003503,2,120035031205,6,182,180,2
960,12003503,3,120035031305,2,182,181,1
961,12003503,4,120035031405,8,181,180,1
962,12003503,5,120035031505,10,182,180,2
963,12003503,6,120035031605,2,183,181,2
964,12003508,1,120035081105,3,181,180,1
965,12003508,3,120035081305,8,182,180,2
966,12003508,4,120035081405,9,181,180,1
967,12003508,6,120035081605,3,182,181,1
968,12003513,1,120035131105,3,181,180,1
969,12003513,3,120035131305,5,180,180,0
970,12003513,4,120035131405,9,181,181,0
971,12003513,5,120035131505,9,182,181,1
972,12003513,6,120035131605,4,181,180,1
973,12003518,1,120035181105,3,181,181,0
974,12003518,3,120035181305,6,180,180,0
975,12003518,4,120035181405,9,181,181,0
976,12003518,5,120035181505,10,181,180,1
977,12003518,6,120035181605,3,182,181,1
978,12003523,1,120035231105,1,180,180,0
979,12003523,3,120035231305,1,181,180,1
980,12003523,4,120035231405,10,182,182,0
981,12003523,5,120035231505,10,181,181,0
982,12003523,6,120035231605,7,180,180,0
983,12003524,1,120035241105,3,182,182,0
984,12003524,2,120035241205,4,180,180,0
985,12003524,3,120035241305,9,181,180,1
986,12003524,4,120035241405,0,182,180,2
987,12003524,5,120035241505,8,181,180,1
988,12003524,6,120035241605,5,180,180,0
989,12003528,1,120035281105,9,182,182,0
990,12003528,2,120035281205,1,181,181,0
991,12003528,3,120035281305,8,180,180,0
992,12003528,4,120035281405,5,182,180,2
993,12003528,5,120035281505,2,182,180,2
994,12003528,6,120035281605,3,181,180,1
995,12003533,1,120035331105,1,181,181,0
996,12003533,2,120035331205,8,180,180,0
997,12003533,3,120035331305,8,182,181,1
998,12003533,4,120035331405,9,182,180,2
999,12003533,5,120035331505,1,180,180,0
1000,12003533,6,120035331605,6,181,180,1
1001,12003538,1,120035381105,7,181,180,1
1002,12003538,2,120035381205,7,181,180,1
1003,12003538,3,120035381305,6,181,181,0
1004,12003538,4,120035381405,4,182,181,1
1005,12003538,5,120035381505,8,182,180,2
1006,12003538,6,120035381605,1,181,180,1
1007,12003545,1,120035451105,5,181,180,1
1008,12003545,2,120035451205,6,181,180,1
1009,12003545,3,120035451305,5,181,181,0
1010,12003545,4,120035451405,3,182,181,1
1011,12003545,5,120035451505,9,182,180,2
1012,12003545,6,120035451605,2,181,180,1
1013,12003546,1,120035461105,4,151,149,2
1014,12003546,2,120035461205,2,151,150,1
1015,12003546,3,120035461305,1,151,151,0
1016,12003546,4,120035461405,3,151,150,1
1017,12003546,5,120035461505,6,152,150,2
1018,12003546,6,120035461605,2,151,150,1
1019,12003550,1,120035501105,8,151,150,1
1020,12003550,2,120035501205,3,150,150,0
1021,12003550,3,120035501305,2,151,151,0
1022,12003550,4,120035501405,2,151,151,0
1023,12003550,5,120035501505,6,150,150,0
1024,12003550,6,120035501605,2,151,150,1
1025,12003555,1,120035551105,7,151,151,0
1026,12003555,2,120035551205,3,151,150,1
1027,12003555,3,120035551305,5,151,150,1
1028,12003555,4,120035551405,2,151,149,2
1029,12003555,5,120035551505,4,150,150,0
1030,12003555,6,120035551605,3,151,150,1
1031,12003560,1,120035601105,4,151,149,2
1032,12003560,2,120035601205,4,150,150,0
1033,12003560,3,120035601305,1,150,149,1
1034,12003560,4,120035601405,3,151,150,1
1035,12003560,5,120035601505,3,150,149,1
1036,12003560,6,120035601605,2,150,150,0
1037,12003565,1,120035651105,3,150,150,0
1038,12003565,2,120035651205,2,151,150,1
1039,12003565,3,120035651305,3,151,150,1
1040,12003565,4,120035651405,3,150,150,0
1041,12003565,5,120035651505,1,150,150,0
1042,12003565,6,120035651605,3,150,149,1
1043,12003570,1,120035701105,8,152,150,2
1044,12003570,2,120035701205,6,151,150,1
1045,12003570,3,120035701305,5,152,150,2
1046,12003570,4,120035701405,5,151,150,1
1047,12003570,5,120035701505,5,152,151,1
1048,12003570,6,120035701605,6,152,150,2
1049,12003575,1,120035751105,6,151,150,1
1050,12003575,2,120035751205,2,151,150,1
1051,12003575,3,120035751305,3,152,150,2
1052,12003575,4,120035751405,2,152,150,2
1053,12003575,5,120035751505,1,151,150,1
1054,12003575,6,120035751605,2,152,151,1
1055,12003580,1,120035801105,3,152,150,2
1056,12003580,2,120035801205,2,151,150,1
1057,12003580,3,120035801305,3,151,150,1
1058,12003580,4,120035801405,2,152,151,1
1059,12003580,5,120035801505,7,152,150,2
1060,12003580,6,120035801605,2,151,150,1
1061,12003585,1,120035851105,2,151,150,1
1062,12003585,2,120035851205,3,151,150,1
1063,12003585,3,120035851305,2,151,150,1
1064,12003585,4,120035851405,3,152,151,1
1065,12003585,5,120035851505,6,152,150,2
1066,12003585,6,120035851605,3,151,150,1
1067,12003590,1,120035901105,1,151,151,0
1068,12003590,2,120035901205,4,152,151,1
1069,12003590,3,120035901305,3,151,150,1
1070,12003590,4,120035901405,2,152,150,2
1071,12003590,5,120035901505,6,151,150,1
1072,12003590,6,120035901605,2,151,151,0
1073,12003595,1,120035951105,6,151,150,1
1074,12003595,2,120035951205,4,151,151,0
1075,12003595,3,120035951305,3,152,151,1
1076,12003595,4,120035951405,1,151,150,1
1077,12003595,5,120035951505,2,151,151,0
1078,12003595,6,120035951605,8,152,150,2
1079,12003599,1,120035991105,2,152,151,1
1080,12003599,2,120035991205,2,152,151,1
1081,12003599,3,120035991305,8,152,150,2
1082,12003599,4,120035991405,2,152,151,1
1083,12003599,5,120035991505,8,152,150,2
1084,12003599,6,120035991605,7,152,150,2
1085,12003600,1,120036001105,1,182,181,1
1086,12003600,2,120036001205,8,182,180,2
1087,12003600,3,120036001305,6,182,180,2
1088,12003600,4,120036001405,4,182,180,2
1089,12003600,5,120036001505,7,182,180,2
1090,12003600,6,120036001605,9,182,180,2
1091,12003604,1,120036041105,4,182,180,2
1092,12003604,2,120036041205,10,182,181,1
1093,12003604,3,120036041305,4,181,180,1
1094,12003604,4,120036041405,2,181,180,1
1095,12003604,5,120036041505,3,182,180,2
1096,12003604,6,120036041605,1,181,180,1
1097,12003609,1,120036091105,4,182,181,1
1098,12003609,2,120036091205,7,182,182,0
1099,12003609,3,120036091305,4,182,180,2
1100,12003609,4,120036091405,3,181,180,1
1101,12003609,5,120036091505,6,182,180,2
1102,12003609,6,120036091605,6,181,180,1
1103,12003614,1,120036141105,1,182,181,1
1104,12003614,2,120036141205,6,182,180,2
1105,12003614,3,120036141305,8,181,181,0
1106,12003614,4,120036141405,5,182,182,0
1107,12003614,5,120036141505,9,182,180,2
1108,12003614,6,120036141605,3,182,181,1
1109,12003619,1,120036191105,2,181,180,1
1110,12003619,2,120036191205,5,180,180,0
1111,12003619,3,120036191305,10,181,181,0
1112,12003619,4,120036191405,4,182,181,1
1113,12003619,5,120036191505,3,181,180,1
1114,12003619,6,120036191605,2,180,180,0
1115,12003624,1,120036241105,3,181,180,1
1116,12003624,2,120036241205,2,180,180,0
1117,12003624,3,120036241305,3,182,181,1
1118,12003624,4,120036241405,4,182,180,2
1119,12003624,5,120036241505,4,180,180,0
1120,12003624,6,120036241605,4,181,180,1
1121,12003629,1,120036291105,10,182,181,1
1122,12003629,2,120036291205,5,180,179,1
